compound_id,target_id,target_name,assay_id,standard_type,standard_value,standard_units,pchembl_value,activity_type,source,MW,LogP,HBA,HBD
CHEMBL1001041,CHEMBL218,Dopamine D2 receptor,CHEMBL1900104,Ki,6809.93,nM,5.17,BINDING,ChEMBL,310.8,2.38,4,1
CHEMBL1001042,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900104,IC50,26591.42,nM,4.58,BINDING,ChEMBL,298.6,0.07,2,1
CHEMBL1001043,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900104,EC50,193.52,nM,6.71,BINDING,ChEMBL,397.9,2.72,2,1
CHEMBL1001044,CHEMBL219,D1 dopamine receptor,CHEMBL1900104,IC50,9.38,nM,8.03,BINDING,ChEMBL,328.5,2.92,3,4
CHEMBL1001045,CHEMBL205,Histamine H2 receptor,CHEMBL1900104,IC50,43.88,nM,7.36,BINDING,ChEMBL,392.2,2.05,3,1
CHEMBL1001046,CHEMBL302,Cyclooxygenase-1,CHEMBL1900104,IC50,1139.83,nM,5.94,BINDING,ChEMBL,245.0,3.76,3,2
CHEMBL1001047,CHEMBL388,Tumor necrosis factor,CHEMBL1900104,Ki,7778.34,nM,5.11,BINDING,ChEMBL,453.0,2.35,4,1
CHEMBL1001048,CHEMBL231,Histamine H1 receptor,CHEMBL1900104,Ki,0.88,nM,9.06,BINDING,ChEMBL,258.5,2.58,2,3
CHEMBL1001049,CHEMBL218,Dopamine D2 receptor,CHEMBL1900104,EC50,29962.38,nM,4.52,BINDING,ChEMBL,368.1,4.06,6,1
CHEMBL1001050,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900105,IC50,13.02,nM,7.89,BINDING,ChEMBL,369.6,5.26,7,3
CHEMBL1001051,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900105,IC50,45.84,nM,7.34,BINDING,ChEMBL,183.7,2.74,2,2
CHEMBL1001052,CHEMBL219,D1 dopamine receptor,CHEMBL1900105,Ki,303.22,nM,6.52,BINDING,ChEMBL,482.2,1.59,6,4
CHEMBL1001053,CHEMBL205,Histamine H2 receptor,CHEMBL1900105,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,389.2,3.61,5,1
CHEMBL1001054,CHEMBL302,Cyclooxygenase-1,CHEMBL1900105,IC50,77528.06,nM,4.11,BINDING,ChEMBL,347.4,-0.45,3,0
CHEMBL1001055,CHEMBL388,Tumor necrosis factor,CHEMBL1900105,EC50,654.86,nM,6.18,BINDING,ChEMBL,316.4,2.53,3,3
CHEMBL1001056,CHEMBL231,Histamine H1 receptor,CHEMBL1900105,IC50,1.34,nM,8.87,BINDING,ChEMBL,301.5,1.37,2,2
CHEMBL1001057,CHEMBL218,Dopamine D2 receptor,CHEMBL1900105,IC50,0.29,nM,9.54,BINDING,ChEMBL,219.1,5.53,1,1
CHEMBL1001058,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900105,Ki,533482.21,nM,3.27,BINDING,ChEMBL,306.5,1.21,2,3
CHEMBL1001059,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900105,EC50,2.96,nM,8.53,BINDING,ChEMBL,386.8,4.85,0,0
CHEMBL1001060,CHEMBL219,D1 dopamine receptor,CHEMBL1900106,EC50,342.7,nM,6.47,BINDING,ChEMBL,273.0,2.28,3,2
CHEMBL1001061,CHEMBL205,Histamine H2 receptor,CHEMBL1900106,IC50,3.09,nM,8.51,BINDING,ChEMBL,544.1,2.94,1,2
CHEMBL1001062,CHEMBL302,Cyclooxygenase-1,CHEMBL1900106,IC50,434.19,nM,6.36,BINDING,ChEMBL,343.4,3.82,4,6
CHEMBL1001063,CHEMBL388,Tumor necrosis factor,CHEMBL1900106,Ki,411.08,nM,6.39,BINDING,ChEMBL,343.5,3.44,3,2
CHEMBL1001064,CHEMBL231,Histamine H1 receptor,CHEMBL1900106,EC50,10.06,nM,8.0,BINDING,ChEMBL,358.1,1.6,4,2
CHEMBL1001065,CHEMBL218,Dopamine D2 receptor,CHEMBL1900106,Ki,123080.31,nM,3.91,BINDING,ChEMBL,351.3,2.06,1,1
CHEMBL1001066,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900106,IC50,48841.04,nM,4.31,BINDING,ChEMBL,444.6,3.11,5,2
CHEMBL1001067,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900106,Ki,76875.41,nM,4.11,BINDING,ChEMBL,457.4,2.93,6,2
CHEMBL1001068,CHEMBL219,D1 dopamine receptor,CHEMBL1900106,IC50,3053.3,nM,5.52,BINDING,ChEMBL,310.8,3.44,2,1
CHEMBL1001069,CHEMBL205,Histamine H2 receptor,CHEMBL1900106,IC50,32785.21,nM,4.48,BINDING,ChEMBL,321.3,0.94,4,2
CHEMBL1001070,CHEMBL302,Cyclooxygenase-1,CHEMBL1900107,IC50,12594.57,nM,4.9,BINDING,ChEMBL,424.9,2.27,1,4
CHEMBL1001071,CHEMBL388,Tumor necrosis factor,CHEMBL1900107,Ki,2638.87,nM,5.58,BINDING,ChEMBL,264.4,2.23,1,2
CHEMBL1001072,CHEMBL231,Histamine H1 receptor,CHEMBL1900107,Ki,993.82,nM,6.0,BINDING,ChEMBL,374.0,0.51,3,3
CHEMBL1001073,CHEMBL218,Dopamine D2 receptor,CHEMBL1900107,IC50,2.02,nM,8.69,BINDING,ChEMBL,211.0,2.6,3,0
CHEMBL1001074,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900107,Ki,1.06,nM,8.97,BINDING,ChEMBL,317.1,3.76,3,1
CHEMBL1001075,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900107,IC50,380438.34,nM,3.42,BINDING,ChEMBL,382.5,1.9,6,3
CHEMBL1001076,CHEMBL219,D1 dopamine receptor,CHEMBL1900107,Ki,81.75,nM,7.09,BINDING,ChEMBL,488.3,0.71,3,0
CHEMBL1001077,CHEMBL205,Histamine H2 receptor,CHEMBL1900107,IC50,31.26,nM,7.51,BINDING,ChEMBL,280.0,3.55,4,6
CHEMBL1001078,CHEMBL302,Cyclooxygenase-1,CHEMBL1900107,Ki,61.04,nM,7.21,BINDING,ChEMBL,360.7,2.11,4,1
CHEMBL1001079,CHEMBL388,Tumor necrosis factor,CHEMBL1900107,Ki,955.39,nM,6.02,BINDING,ChEMBL,348.2,2.91,5,2
CHEMBL1001080,CHEMBL231,Histamine H1 receptor,CHEMBL1900108,Ki,2.18,nM,8.66,BINDING,ChEMBL,336.0,5.09,3,4
CHEMBL1001081,CHEMBL218,Dopamine D2 receptor,CHEMBL1900108,Ki,6092.21,nM,5.22,BINDING,ChEMBL,383.7,1.28,3,3
CHEMBL1001082,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900108,IC50,30.85,nM,7.51,BINDING,ChEMBL,321.5,0.67,0,1
CHEMBL1001083,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900108,Ki,8602.11,nM,5.07,BINDING,ChEMBL,269.6,2.9,4,2
CHEMBL1001084,CHEMBL219,D1 dopamine receptor,CHEMBL1900108,IC50,16533.99,nM,4.78,BINDING,ChEMBL,165.0,1.78,1,0
CHEMBL1001085,CHEMBL205,Histamine H2 receptor,CHEMBL1900108,Ki,7897.46,nM,5.1,BINDING,ChEMBL,400.6,1.01,4,2
CHEMBL1001086,CHEMBL302,Cyclooxygenase-1,CHEMBL1900108,IC50,21261.14,nM,4.67,BINDING,ChEMBL,339.2,1.64,3,1
CHEMBL1001087,CHEMBL388,Tumor necrosis factor,CHEMBL1900108,EC50,646.75,nM,6.19,BINDING,ChEMBL,360.7,1.77,1,2
CHEMBL1001088,CHEMBL231,Histamine H1 receptor,CHEMBL1900108,EC50,314.85,nM,6.5,BINDING,ChEMBL,249.5,1.48,2,1
CHEMBL1001089,CHEMBL218,Dopamine D2 receptor,CHEMBL1900108,EC50,354.74,nM,6.45,BINDING,ChEMBL,298.7,4.49,5,3
CHEMBL1001090,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900109,IC50,11.99,nM,7.92,BINDING,ChEMBL,284.0,1.06,4,1
CHEMBL1001091,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900109,Ki,1189.21,nM,5.92,BINDING,ChEMBL,373.5,1.95,4,1
CHEMBL1001092,CHEMBL219,D1 dopamine receptor,CHEMBL1900109,IC50,2549.98,nM,5.59,BINDING,ChEMBL,380.8,-0.75,3,1
CHEMBL1001093,CHEMBL205,Histamine H2 receptor,CHEMBL1900109,EC50,39.82,nM,7.4,BINDING,ChEMBL,366.3,0.81,3,3
CHEMBL1001094,CHEMBL302,Cyclooxygenase-1,CHEMBL1900109,Ki,0.61,nM,9.21,BINDING,ChEMBL,553.7,4.55,2,5
CHEMBL1001095,CHEMBL388,Tumor necrosis factor,CHEMBL1900109,Ki,7.54,nM,8.12,BINDING,ChEMBL,407.8,2.75,1,2
CHEMBL1001096,CHEMBL231,Histamine H1 receptor,CHEMBL1900109,IC50,3.41,nM,8.47,BINDING,ChEMBL,398.8,2.46,1,3
CHEMBL1001097,CHEMBL218,Dopamine D2 receptor,CHEMBL1900109,IC50,3000.55,nM,5.52,BINDING,ChEMBL,401.1,2.76,4,4
CHEMBL1001098,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900109,Ki,960.42,nM,6.02,BINDING,ChEMBL,454.4,1.64,3,5
CHEMBL1001099,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900109,EC50,31.22,nM,7.51,BINDING,ChEMBL,431.4,1.94,5,3
CHEMBL1001100,CHEMBL219,D1 dopamine receptor,CHEMBL1900110,Ki,15574.18,nM,4.81,BINDING,ChEMBL,403.9,2.69,3,1
CHEMBL1001101,CHEMBL205,Histamine H2 receptor,CHEMBL1900110,Ki,1213.2,nM,5.92,BINDING,ChEMBL,389.7,4.28,2,2
CHEMBL1001102,CHEMBL302,Cyclooxygenase-1,CHEMBL1900110,IC50,1.37,nM,8.86,BINDING,ChEMBL,484.1,3.37,2,1
CHEMBL1001103,CHEMBL388,Tumor necrosis factor,CHEMBL1900110,Ki,1748.1,nM,5.76,BINDING,ChEMBL,321.3,3.87,3,3
CHEMBL1001104,CHEMBL231,Histamine H1 receptor,CHEMBL1900110,Ki,0.23,nM,9.63,BINDING,ChEMBL,407.4,2.1,0,1
CHEMBL1001105,CHEMBL218,Dopamine D2 receptor,CHEMBL1900110,IC50,4784.69,nM,5.32,BINDING,ChEMBL,387.1,1.1,2,4
CHEMBL1001106,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900110,EC50,7846.34,nM,5.11,BINDING,ChEMBL,363.6,3.08,2,1
CHEMBL1001107,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900110,EC50,0.66,nM,9.18,BINDING,ChEMBL,196.7,1.26,4,3
CHEMBL1001108,CHEMBL219,D1 dopamine receptor,CHEMBL1900110,Ki,39256.54,nM,4.41,BINDING,ChEMBL,379.4,4.42,4,2
CHEMBL1001109,CHEMBL205,Histamine H2 receptor,CHEMBL1900110,IC50,121.98,nM,6.91,BINDING,ChEMBL,358.5,3.35,1,4
CHEMBL1001110,CHEMBL302,Cyclooxygenase-1,CHEMBL1900111,IC50,9960.31,nM,5.0,BINDING,ChEMBL,354.1,1.03,3,2
CHEMBL1001111,CHEMBL388,Tumor necrosis factor,CHEMBL1900111,IC50,1.56,nM,8.81,BINDING,ChEMBL,341.6,0.83,1,2
CHEMBL1001112,CHEMBL231,Histamine H1 receptor,CHEMBL1900111,EC50,11517.47,nM,4.94,BINDING,ChEMBL,412.4,2.83,3,2
CHEMBL1001113,CHEMBL218,Dopamine D2 receptor,CHEMBL1900111,IC50,32965.02,nM,4.48,BINDING,ChEMBL,245.2,3.08,5,2
CHEMBL1001114,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900111,Ki,1678.1,nM,5.78,BINDING,ChEMBL,319.8,4.02,0,0
CHEMBL1001115,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900111,IC50,0.23,nM,9.64,BINDING,ChEMBL,386.5,3.21,2,4
CHEMBL1001116,CHEMBL219,D1 dopamine receptor,CHEMBL1900111,Ki,18572.67,nM,4.73,BINDING,ChEMBL,359.6,3.93,3,1
CHEMBL1001117,CHEMBL205,Histamine H2 receptor,CHEMBL1900111,Ki,496.67,nM,6.3,BINDING,ChEMBL,327.2,3.14,4,0
CHEMBL1001118,CHEMBL302,Cyclooxygenase-1,CHEMBL1900111,IC50,294.8,nM,6.53,BINDING,ChEMBL,346.8,4.17,1,0
CHEMBL1001119,CHEMBL388,Tumor necrosis factor,CHEMBL1900111,EC50,8.73,nM,8.06,BINDING,ChEMBL,229.4,2.68,2,1
CHEMBL1001120,CHEMBL231,Histamine H1 receptor,CHEMBL1900112,EC50,37044.22,nM,4.43,BINDING,ChEMBL,430.5,2.73,1,4
CHEMBL1001121,CHEMBL218,Dopamine D2 receptor,CHEMBL1900112,IC50,4650.66,nM,5.33,BINDING,ChEMBL,323.4,1.76,2,0
CHEMBL1001122,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900112,IC50,140.7,nM,6.85,BINDING,ChEMBL,322.4,1.74,3,4
CHEMBL1001123,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900112,IC50,540.57,nM,6.27,BINDING,ChEMBL,515.4,4.55,4,4
CHEMBL1001124,CHEMBL219,D1 dopamine receptor,CHEMBL1900112,IC50,1078.68,nM,5.97,BINDING,ChEMBL,429.0,0.58,3,3
CHEMBL1001125,CHEMBL205,Histamine H2 receptor,CHEMBL1900112,EC50,2698.51,nM,5.57,BINDING,ChEMBL,329.7,4.44,3,3
CHEMBL1001126,CHEMBL302,Cyclooxygenase-1,CHEMBL1900112,IC50,390.99,nM,6.41,BINDING,ChEMBL,301.1,0.76,3,0
CHEMBL1001127,CHEMBL388,Tumor necrosis factor,CHEMBL1900112,EC50,1000000.0,nM,3.0,BINDING,ChEMBL,310.3,2.56,1,2
CHEMBL1001128,CHEMBL231,Histamine H1 receptor,CHEMBL1900112,EC50,15839.22,nM,4.8,BINDING,ChEMBL,427.7,1.85,0,0
CHEMBL1001129,CHEMBL218,Dopamine D2 receptor,CHEMBL1900112,EC50,362.63,nM,6.44,BINDING,ChEMBL,325.9,1.98,4,2
CHEMBL1001130,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900113,Ki,288.92,nM,6.54,BINDING,ChEMBL,331.6,1.35,0,1
CHEMBL1001131,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900113,IC50,14317.2,nM,4.84,BINDING,ChEMBL,456.8,1.57,1,1
CHEMBL1001132,CHEMBL219,D1 dopamine receptor,CHEMBL1900113,Ki,22.83,nM,7.64,BINDING,ChEMBL,410.6,3.33,4,2
CHEMBL1001133,CHEMBL205,Histamine H2 receptor,CHEMBL1900113,IC50,11.92,nM,7.92,BINDING,ChEMBL,471.0,2.32,1,0
CHEMBL1001134,CHEMBL302,Cyclooxygenase-1,CHEMBL1900113,Ki,8.61,nM,8.07,BINDING,ChEMBL,411.8,2.24,3,0
CHEMBL1001135,CHEMBL388,Tumor necrosis factor,CHEMBL1900113,Ki,7669.19,nM,5.12,BINDING,ChEMBL,330.8,2.17,4,0
CHEMBL1001136,CHEMBL231,Histamine H1 receptor,CHEMBL1900113,IC50,4.68,nM,8.33,BINDING,ChEMBL,368.4,3.31,0,1
CHEMBL1001137,CHEMBL218,Dopamine D2 receptor,CHEMBL1900113,IC50,70239.74,nM,4.15,BINDING,ChEMBL,223.7,2.02,4,2
CHEMBL1001138,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900113,Ki,29.74,nM,7.53,BINDING,ChEMBL,348.6,1.23,3,0
CHEMBL1001139,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900113,Ki,5.38,nM,8.27,BINDING,ChEMBL,472.1,3.42,4,1
CHEMBL1001140,CHEMBL219,D1 dopamine receptor,CHEMBL1900114,Ki,1346.87,nM,5.87,BINDING,ChEMBL,274.8,1.24,2,2
CHEMBL1001141,CHEMBL205,Histamine H2 receptor,CHEMBL1900114,EC50,1557.11,nM,5.81,BINDING,ChEMBL,406.5,2.49,5,3
CHEMBL1001142,CHEMBL302,Cyclooxygenase-1,CHEMBL1900114,Ki,108636.94,nM,3.96,BINDING,ChEMBL,334.9,2.84,3,1
CHEMBL1001143,CHEMBL388,Tumor necrosis factor,CHEMBL1900114,IC50,2819.19,nM,5.55,BINDING,ChEMBL,247.2,1.1,0,4
CHEMBL1001144,CHEMBL231,Histamine H1 receptor,CHEMBL1900114,IC50,770482.68,nM,3.11,BINDING,ChEMBL,401.2,1.29,3,3
CHEMBL1001145,CHEMBL218,Dopamine D2 receptor,CHEMBL1900114,Ki,17.42,nM,7.76,BINDING,ChEMBL,333.2,1.88,2,1
CHEMBL1001146,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900114,IC50,12.78,nM,7.89,BINDING,ChEMBL,331.7,2.7,4,4
CHEMBL1001147,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900114,Ki,3092.57,nM,5.51,BINDING,ChEMBL,343.0,2.22,1,1
CHEMBL1001148,CHEMBL219,D1 dopamine receptor,CHEMBL1900114,EC50,66578.14,nM,4.18,BINDING,ChEMBL,216.2,1.93,2,1
CHEMBL1001149,CHEMBL205,Histamine H2 receptor,CHEMBL1900114,EC50,4123.91,nM,5.38,BINDING,ChEMBL,323.3,1.57,1,4
CHEMBL1001150,CHEMBL302,Cyclooxygenase-1,CHEMBL1900115,Ki,62.54,nM,7.2,BINDING,ChEMBL,257.0,4.19,5,4
CHEMBL1001151,CHEMBL388,Tumor necrosis factor,CHEMBL1900115,IC50,8891.18,nM,5.05,BINDING,ChEMBL,381.0,5.12,4,3
CHEMBL1001152,CHEMBL231,Histamine H1 receptor,CHEMBL1900115,EC50,30.82,nM,7.51,BINDING,ChEMBL,311.3,2.47,3,2
CHEMBL1001153,CHEMBL218,Dopamine D2 receptor,CHEMBL1900115,Ki,61.41,nM,7.21,BINDING,ChEMBL,373.4,2.53,5,3
CHEMBL1001154,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900115,IC50,0.66,nM,9.18,BINDING,ChEMBL,383.1,2.11,5,1
CHEMBL1001155,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900115,EC50,8551.65,nM,5.07,BINDING,ChEMBL,367.7,1.12,7,2
CHEMBL1001156,CHEMBL219,D1 dopamine receptor,CHEMBL1900115,Ki,38263.14,nM,4.42,BINDING,ChEMBL,360.9,2.11,1,0
CHEMBL1001157,CHEMBL205,Histamine H2 receptor,CHEMBL1900115,EC50,4129.81,nM,5.38,BINDING,ChEMBL,305.7,1.58,2,2
CHEMBL1001158,CHEMBL302,Cyclooxygenase-1,CHEMBL1900115,IC50,0.35,nM,9.45,BINDING,ChEMBL,344.4,2.67,6,3
CHEMBL1001159,CHEMBL388,Tumor necrosis factor,CHEMBL1900115,Ki,8389.66,nM,5.08,BINDING,ChEMBL,463.9,2.34,0,1
CHEMBL1001160,CHEMBL231,Histamine H1 receptor,CHEMBL1900116,EC50,27.07,nM,7.57,BINDING,ChEMBL,247.5,1.3,3,2
CHEMBL1001161,CHEMBL218,Dopamine D2 receptor,CHEMBL1900116,IC50,0.64,nM,9.2,BINDING,ChEMBL,362.8,2.61,2,2
CHEMBL1001162,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900116,EC50,4.68,nM,8.33,BINDING,ChEMBL,273.1,2.44,7,2
CHEMBL1001163,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900116,IC50,3678.76,nM,5.43,BINDING,ChEMBL,478.6,4.31,5,1
CHEMBL1001164,CHEMBL219,D1 dopamine receptor,CHEMBL1900116,EC50,1.48,nM,8.83,BINDING,ChEMBL,396.0,0.5,2,3
CHEMBL1001165,CHEMBL205,Histamine H2 receptor,CHEMBL1900116,EC50,985.46,nM,6.01,BINDING,ChEMBL,442.8,4.13,1,5
CHEMBL1001166,CHEMBL302,Cyclooxygenase-1,CHEMBL1900116,IC50,87.59,nM,7.06,BINDING,ChEMBL,337.7,2.88,3,2
CHEMBL1001167,CHEMBL388,Tumor necrosis factor,CHEMBL1900116,EC50,37544.82,nM,4.43,BINDING,ChEMBL,379.6,2.88,3,2
CHEMBL1001168,CHEMBL231,Histamine H1 receptor,CHEMBL1900116,IC50,46958.11,nM,4.33,BINDING,ChEMBL,484.6,2.09,3,2
CHEMBL1001169,CHEMBL218,Dopamine D2 receptor,CHEMBL1900116,Ki,111.97,nM,6.95,BINDING,ChEMBL,281.5,2.28,1,2
CHEMBL1001170,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900117,IC50,5.53,nM,8.26,BINDING,ChEMBL,394.3,1.76,4,4
CHEMBL1001171,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900117,IC50,2014.16,nM,5.7,BINDING,ChEMBL,425.1,1.69,3,2
CHEMBL1001172,CHEMBL219,D1 dopamine receptor,CHEMBL1900117,Ki,8.14,nM,8.09,BINDING,ChEMBL,259.6,1.6,5,2
CHEMBL1001173,CHEMBL205,Histamine H2 receptor,CHEMBL1900117,IC50,27454.61,nM,4.56,BINDING,ChEMBL,407.5,2.77,0,1
CHEMBL1001174,CHEMBL302,Cyclooxygenase-1,CHEMBL1900117,Ki,1000000.0,nM,3.0,BINDING,ChEMBL,425.3,2.78,5,0
CHEMBL1001175,CHEMBL388,Tumor necrosis factor,CHEMBL1900117,IC50,1280.88,nM,5.89,BINDING,ChEMBL,365.8,2.64,4,1
CHEMBL1001176,CHEMBL231,Histamine H1 receptor,CHEMBL1900117,Ki,258.6,nM,6.59,BINDING,ChEMBL,172.6,2.92,0,1
CHEMBL1001177,CHEMBL218,Dopamine D2 receptor,CHEMBL1900117,EC50,2174.6,nM,5.66,BINDING,ChEMBL,379.5,2.51,1,2
CHEMBL1001178,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900117,Ki,534.29,nM,6.27,BINDING,ChEMBL,478.5,1.13,2,3
CHEMBL1001179,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900117,EC50,3777.22,nM,5.42,BINDING,ChEMBL,363.2,1.65,3,0
CHEMBL1001180,CHEMBL219,D1 dopamine receptor,CHEMBL1900118,Ki,80783.37,nM,4.09,BINDING,ChEMBL,425.0,0.66,2,2
CHEMBL1001181,CHEMBL205,Histamine H2 receptor,CHEMBL1900118,IC50,2363.05,nM,5.63,BINDING,ChEMBL,432.4,2.35,2,3
CHEMBL1001182,CHEMBL302,Cyclooxygenase-1,CHEMBL1900118,IC50,219.63,nM,6.66,BINDING,ChEMBL,357.5,2.97,3,2
CHEMBL1001183,CHEMBL388,Tumor necrosis factor,CHEMBL1900118,IC50,73576.01,nM,4.13,BINDING,ChEMBL,222.3,3.39,3,4
CHEMBL1001184,CHEMBL231,Histamine H1 receptor,CHEMBL1900118,IC50,177104.32,nM,3.75,BINDING,ChEMBL,371.1,2.79,3,0
CHEMBL1001185,CHEMBL218,Dopamine D2 receptor,CHEMBL1900118,Ki,30087.12,nM,4.52,BINDING,ChEMBL,323.4,2.91,2,1
CHEMBL1001186,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900118,IC50,38472.84,nM,4.41,BINDING,ChEMBL,283.7,0.75,2,2
CHEMBL1001187,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900118,IC50,103.69,nM,6.98,BINDING,ChEMBL,473.4,1.02,4,1
CHEMBL1001188,CHEMBL219,D1 dopamine receptor,CHEMBL1900118,Ki,18237.79,nM,4.74,BINDING,ChEMBL,320.2,1.67,5,2
CHEMBL1001189,CHEMBL205,Histamine H2 receptor,CHEMBL1900118,IC50,5.05,nM,8.3,BINDING,ChEMBL,335.6,5.31,5,2
CHEMBL1001190,CHEMBL302,Cyclooxygenase-1,CHEMBL1900119,IC50,8.27,nM,8.08,BINDING,ChEMBL,294.0,2.89,4,3
CHEMBL1001191,CHEMBL388,Tumor necrosis factor,CHEMBL1900119,IC50,115.85,nM,6.94,BINDING,ChEMBL,372.6,4.4,3,1
CHEMBL1001192,CHEMBL231,Histamine H1 receptor,CHEMBL1900119,EC50,8864.83,nM,5.05,BINDING,ChEMBL,337.8,3.0,4,5
CHEMBL1001193,CHEMBL218,Dopamine D2 receptor,CHEMBL1900119,EC50,56176.38,nM,4.25,BINDING,ChEMBL,312.8,2.85,3,3
CHEMBL1001194,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900119,Ki,0.38,nM,9.42,BINDING,ChEMBL,243.1,0.69,4,1
CHEMBL1001195,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900119,IC50,104.09,nM,6.98,BINDING,ChEMBL,357.9,2.55,4,2
CHEMBL1001196,CHEMBL219,D1 dopamine receptor,CHEMBL1900119,Ki,527113.58,nM,3.28,BINDING,ChEMBL,451.7,2.89,5,2
CHEMBL1001197,CHEMBL205,Histamine H2 receptor,CHEMBL1900119,Ki,6346.95,nM,5.2,BINDING,ChEMBL,454.1,2.57,1,3
CHEMBL1001198,CHEMBL302,Cyclooxygenase-1,CHEMBL1900119,EC50,5191.55,nM,5.28,BINDING,ChEMBL,274.4,2.05,1,0
CHEMBL1001199,CHEMBL388,Tumor necrosis factor,CHEMBL1900119,IC50,4.13,nM,8.38,BINDING,ChEMBL,340.9,2.52,1,1
CHEMBL1001200,CHEMBL231,Histamine H1 receptor,CHEMBL1900120,Ki,1202.84,nM,5.92,BINDING,ChEMBL,413.4,2.8,3,4
CHEMBL1001201,CHEMBL218,Dopamine D2 receptor,CHEMBL1900120,EC50,4733.07,nM,5.32,BINDING,ChEMBL,292.8,2.76,3,3
CHEMBL1001202,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900120,IC50,171.34,nM,6.77,BINDING,ChEMBL,450.5,3.85,2,1
CHEMBL1001203,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900120,Ki,1605.71,nM,5.79,BINDING,ChEMBL,315.4,5.43,6,1
CHEMBL1001204,CHEMBL219,D1 dopamine receptor,CHEMBL1900120,IC50,526606.59,nM,3.28,BINDING,ChEMBL,413.1,3.56,1,0
CHEMBL1001205,CHEMBL205,Histamine H2 receptor,CHEMBL1900120,Ki,1993.6,nM,5.7,BINDING,ChEMBL,409.8,0.91,6,4
CHEMBL1001206,CHEMBL302,Cyclooxygenase-1,CHEMBL1900120,IC50,1.22,nM,8.91,BINDING,ChEMBL,340.4,0.84,5,0
CHEMBL1001207,CHEMBL388,Tumor necrosis factor,CHEMBL1900120,IC50,65.97,nM,7.18,BINDING,ChEMBL,413.0,1.56,6,3
CHEMBL1001208,CHEMBL231,Histamine H1 receptor,CHEMBL1900120,IC50,79467.09,nM,4.1,BINDING,ChEMBL,560.0,2.3,5,3
CHEMBL1001209,CHEMBL218,Dopamine D2 receptor,CHEMBL1900120,EC50,5774.86,nM,5.24,BINDING,ChEMBL,498.4,2.95,7,4
CHEMBL1001210,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900121,Ki,12.02,nM,7.92,BINDING,ChEMBL,235.1,2.66,2,1
CHEMBL1001211,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900121,Ki,2260.46,nM,5.65,BINDING,ChEMBL,444.7,2.81,3,0
CHEMBL1001212,CHEMBL219,D1 dopamine receptor,CHEMBL1900121,IC50,1417.98,nM,5.85,BINDING,ChEMBL,431.0,3.21,4,5
CHEMBL1001213,CHEMBL205,Histamine H2 receptor,CHEMBL1900121,Ki,14213.21,nM,4.85,BINDING,ChEMBL,311.2,0.54,4,3
