compound_id,target_id,target_name,assay_id,assay_description,standard_type,standard_value,standard_units,pchembl_value,activity_type,document_id,published_year,source
CHEMBL2088503,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900226,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,88.21,nM,7.05,INHIBITION,CHEMBL3800045,2022,ChEMBL
CHEMBL2043753,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900227,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,1.11,nM,8.95,INHIBITION,CHEMBL3800045,2023,ChEMBL
CHEMBL2090562,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900228,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,83.21,nM,7.08,INHIBITION,CHEMBL3800045,2022,ChEMBL
CHEMBL2077684,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900229,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,60.5,nM,7.22,INHIBITION,CHEMBL3800045,2023,ChEMBL
CHEMBL2024493,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900230,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,319.26,nM,6.5,INHIBITION,CHEMBL3800046,2022,ChEMBL
CHEMBL2022918,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900231,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,185.27,nM,6.73,INHIBITION,CHEMBL3800046,2023,ChEMBL
CHEMBL2026552,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900232,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,34.25,nM,7.47,INHIBITION,CHEMBL3800046,2022,ChEMBL
CHEMBL2056849,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900233,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,18.44,nM,7.73,INHIBITION,CHEMBL3800046,2023,ChEMBL
CHEMBL2060483,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900234,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,3.28,nM,8.48,INHIBITION,CHEMBL3800046,2022,ChEMBL
CHEMBL2058908,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900235,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,51.76,nM,7.29,INHIBITION,CHEMBL3800047,2023,ChEMBL
CHEMBL2062542,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900236,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,419.49,nM,6.38,INHIBITION,CHEMBL3800047,2022,ChEMBL
CHEMBL2092839,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900237,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,13.11,nM,7.88,INHIBITION,CHEMBL3800047,2023,ChEMBL
CHEMBL2091264,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900238,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,21.55,nM,7.67,INHIBITION,CHEMBL3800047,2022,ChEMBL
CHEMBL2094898,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900239,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,10.18,nM,7.99,INHIBITION,CHEMBL3800047,2023,ChEMBL
CHEMBL2093323,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900240,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,137.32,nM,6.86,INHIBITION,CHEMBL3800048,2022,ChEMBL
CHEMBL2028829,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900241,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,107.4,nM,6.97,INHIBITION,CHEMBL3800048,2023,ChEMBL
CHEMBL2027254,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900242,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,137.21,nM,6.86,INHIBITION,CHEMBL3800048,2022,ChEMBL
CHEMBL2030888,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900243,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,2.05,nM,8.69,INHIBITION,CHEMBL3800048,2023,ChEMBL
CHEMBL2029313,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900244,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,1.2,nM,8.92,INHIBITION,CHEMBL3800048,2022,ChEMBL
CHEMBL2059610,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900245,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,117.69,nM,6.93,INHIBITION,CHEMBL3800049,2023,ChEMBL
CHEMBL2063244,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900246,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,112.78,nM,6.95,INHIBITION,CHEMBL3800049,2022,ChEMBL
CHEMBL2061669,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900247,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,7.36,nM,8.13,INHIBITION,CHEMBL3800049,2023,ChEMBL
CHEMBL2065303,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900248,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),IC50,0.9,nM,9.05,INHIBITION,CHEMBL3800049,2022,ChEMBL
CHEMBL2095600,CHEMBL3882,ALK (Anaplastic Lymphoma Kinase),CHEMBL1900249,Kinase inhibition assay: ALK (Anaplastic Lymphoma Kinase),Ki,0.51,nM,9.3,INHIBITION,CHEMBL3800049,2023,ChEMBL
CHEMBL2018766,CHEMBL4005,BRAF kinase,CHEMBL1900000,Kinase inhibition assay: BRAF kinase,Ki,129.65,nM,6.89,INHIBITION,CHEMBL3800000,2022,ChEMBL
CHEMBL2022400,CHEMBL4005,BRAF kinase,CHEMBL1900001,Kinase inhibition assay: BRAF kinase,Ki,77.21,nM,7.11,INHIBITION,CHEMBL3800000,2023,ChEMBL
CHEMBL2069209,CHEMBL4005,BRAF kinase,CHEMBL1900002,Kinase inhibition assay: BRAF kinase,Ki,16.37,nM,7.79,INHIBITION,CHEMBL3800000,2022,ChEMBL
CHEMBL2024459,CHEMBL4005,BRAF kinase,CHEMBL1900003,Kinase inhibition assay: BRAF kinase,IC50,14.64,nM,7.83,INHIBITION,CHEMBL3800000,2023,ChEMBL
CHEMBL2054756,CHEMBL4005,BRAF kinase,CHEMBL1900004,Kinase inhibition assay: BRAF kinase,IC50,47.53,nM,7.32,INHIBITION,CHEMBL3800000,2022,ChEMBL
CHEMBL2001565,CHEMBL4005,BRAF kinase,CHEMBL1900005,Kinase inhibition assay: BRAF kinase,IC50,198.75,nM,6.7,INHIBITION,CHEMBL3800001,2023,ChEMBL
CHEMBL2056815,CHEMBL4005,BRAF kinase,CHEMBL1900006,Kinase inhibition assay: BRAF kinase,IC50,34.13,nM,7.47,INHIBITION,CHEMBL3800001,2022,ChEMBL
CHEMBL2003624,CHEMBL4005,BRAF kinase,CHEMBL1900007,Kinase inhibition assay: BRAF kinase,IC50,0.51,nM,9.29,INHIBITION,CHEMBL3800001,2023,ChEMBL
CHEMBL2007258,CHEMBL4005,BRAF kinase,CHEMBL1900008,Kinase inhibition assay: BRAF kinase,Ki,104.14,nM,6.98,INHIBITION,CHEMBL3800001,2022,ChEMBL
CHEMBL2037555,CHEMBL4005,BRAF kinase,CHEMBL1900009,Kinase inhibition assay: BRAF kinase,IC50,18.89,nM,7.72,INHIBITION,CHEMBL3800001,2023,ChEMBL
CHEMBL2035980,CHEMBL4005,BRAF kinase,CHEMBL1900010,Kinase inhibition assay: BRAF kinase,Ki,0.09,nM,10.03,INHIBITION,CHEMBL3800002,2022,ChEMBL
CHEMBL2039614,CHEMBL4005,BRAF kinase,CHEMBL1900011,Kinase inhibition assay: BRAF kinase,IC50,107.37,nM,6.97,INHIBITION,CHEMBL3800002,2023,ChEMBL
CHEMBL2038039,CHEMBL4005,BRAF kinase,CHEMBL1900012,Kinase inhibition assay: BRAF kinase,IC50,6.58,nM,8.18,INHIBITION,CHEMBL3800002,2022,ChEMBL
CHEMBL2073545,CHEMBL4005,BRAF kinase,CHEMBL1900013,Kinase inhibition assay: BRAF kinase,Ki,0.45,nM,9.35,INHIBITION,CHEMBL3800002,2023,ChEMBL
CHEMBL2071970,CHEMBL4005,BRAF kinase,CHEMBL1900014,Kinase inhibition assay: BRAF kinase,Ki,8.12,nM,8.09,INHIBITION,CHEMBL3800002,2022,ChEMBL
CHEMBL2075604,CHEMBL4005,BRAF kinase,CHEMBL1900015,Kinase inhibition assay: BRAF kinase,Ki,2.46,nM,8.61,INHIBITION,CHEMBL3800003,2023,ChEMBL
CHEMBL2074029,CHEMBL4005,BRAF kinase,CHEMBL1900016,Kinase inhibition assay: BRAF kinase,Ki,4.78,nM,8.32,INHIBITION,CHEMBL3800003,2022,ChEMBL
CHEMBL2004326,CHEMBL4005,BRAF kinase,CHEMBL1900017,Kinase inhibition assay: BRAF kinase,Ki,9.83,nM,8.01,INHIBITION,CHEMBL3800003,2023,ChEMBL
CHEMBL2007960,CHEMBL4005,BRAF kinase,CHEMBL1900018,Kinase inhibition assay: BRAF kinase,IC50,1.31,nM,8.88,INHIBITION,CHEMBL3800003,2022,ChEMBL
CHEMBL2006385,CHEMBL4005,BRAF kinase,CHEMBL1900019,Kinase inhibition assay: BRAF kinase,Ki,7.1,nM,8.15,INHIBITION,CHEMBL3800003,2023,ChEMBL
CHEMBL2010019,CHEMBL4005,BRAF kinase,CHEMBL1900020,Kinase inhibition assay: BRAF kinase,IC50,46.46,nM,7.33,INHIBITION,CHEMBL3800004,2022,ChEMBL
CHEMBL2040316,CHEMBL4005,BRAF kinase,CHEMBL1900021,Kinase inhibition assay: BRAF kinase,Ki,22.56,nM,7.65,INHIBITION,CHEMBL3800004,2023,ChEMBL
CHEMBL2043950,CHEMBL4005,BRAF kinase,CHEMBL1900022,Kinase inhibition assay: BRAF kinase,Ki,13.53,nM,7.87,INHIBITION,CHEMBL3800004,2022,ChEMBL
CHEMBL2042375,CHEMBL4005,BRAF kinase,CHEMBL1900023,Kinase inhibition assay: BRAF kinase,IC50,78.22,nM,7.11,INHIBITION,CHEMBL3800004,2023,ChEMBL
CHEMBL2089184,CHEMBL4005,BRAF kinase,CHEMBL1900024,Kinase inhibition assay: BRAF kinase,Ki,20.37,nM,7.69,INHIBITION,CHEMBL3800004,2022,ChEMBL
CHEMBL2076306,CHEMBL4005,BRAF kinase,CHEMBL1900025,Kinase inhibition assay: BRAF kinase,IC50,28.42,nM,7.55,INHIBITION,CHEMBL3800005,2023,ChEMBL
CHEMBL2074731,CHEMBL4005,BRAF kinase,CHEMBL1900026,Kinase inhibition assay: BRAF kinase,Ki,7.15,nM,8.15,INHIBITION,CHEMBL3800005,2022,ChEMBL
CHEMBL2078365,CHEMBL4005,BRAF kinase,CHEMBL1900027,Kinase inhibition assay: BRAF kinase,IC50,0.22,nM,9.66,INHIBITION,CHEMBL3800005,2023,ChEMBL
CHEMBL2076790,CHEMBL4005,BRAF kinase,CHEMBL1900028,Kinase inhibition assay: BRAF kinase,Ki,17.81,nM,7.75,INHIBITION,CHEMBL3800005,2022,ChEMBL
CHEMBL2012296,CHEMBL4005,BRAF kinase,CHEMBL1900029,Kinase inhibition assay: BRAF kinase,IC50,0.84,nM,9.08,INHIBITION,CHEMBL3800005,2023,ChEMBL
CHEMBL2010721,CHEMBL4005,BRAF kinase,CHEMBL1900030,Kinase inhibition assay: BRAF kinase,IC50,7.8,nM,8.11,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2057530,CHEMBL4005,BRAF kinase,CHEMBL1900031,Kinase inhibition assay: BRAF kinase,Ki,20.58,nM,7.69,INHIBITION,CHEMBL3800006,2023,ChEMBL
CHEMBL2012780,CHEMBL4005,BRAF kinase,CHEMBL1900032,Kinase inhibition assay: BRAF kinase,IC50,88.4,nM,7.05,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2059589,CHEMBL4005,BRAF kinase,CHEMBL1900033,Kinase inhibition assay: BRAF kinase,Ki,20.23,nM,7.69,INHIBITION,CHEMBL3800006,2023,ChEMBL
CHEMBL2046711,CHEMBL4005,BRAF kinase,CHEMBL1900034,Kinase inhibition assay: BRAF kinase,IC50,23.28,nM,7.63,INHIBITION,CHEMBL3800006,2022,ChEMBL
CHEMBL2093520,CHEMBL4005,BRAF kinase,CHEMBL1900035,Kinase inhibition assay: BRAF kinase,Ki,158.53,nM,6.8,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2091945,CHEMBL4005,BRAF kinase,CHEMBL1900036,Kinase inhibition assay: BRAF kinase,Ki,114.53,nM,6.94,INHIBITION,CHEMBL3800007,2022,ChEMBL
CHEMBL2095579,CHEMBL4005,BRAF kinase,CHEMBL1900037,Kinase inhibition assay: BRAF kinase,IC50,13.27,nM,7.88,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2025876,CHEMBL4005,BRAF kinase,CHEMBL1900038,Kinase inhibition assay: BRAF kinase,Ki,0.86,nM,9.07,INHIBITION,CHEMBL3800007,2022,ChEMBL
CHEMBL2029510,CHEMBL4005,BRAF kinase,CHEMBL1900039,Kinase inhibition assay: BRAF kinase,IC50,36.79,nM,7.43,INHIBITION,CHEMBL3800007,2023,ChEMBL
CHEMBL2027935,CHEMBL4005,BRAF kinase,CHEMBL1900040,Kinase inhibition assay: BRAF kinase,IC50,887.18,nM,6.05,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2031569,CHEMBL4005,BRAF kinase,CHEMBL1900041,Kinase inhibition assay: BRAF kinase,Ki,4998.11,nM,5.3,INHIBITION,CHEMBL3800008,2023,ChEMBL
CHEMBL2061866,CHEMBL4005,BRAF kinase,CHEMBL1900042,Kinase inhibition assay: BRAF kinase,IC50,332.07,nM,6.48,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2060291,CHEMBL4005,BRAF kinase,CHEMBL1900043,Kinase inhibition assay: BRAF kinase,Ki,6.19,nM,8.21,INHIBITION,CHEMBL3800008,2023,ChEMBL
CHEMBL2063925,CHEMBL4005,BRAF kinase,CHEMBL1900044,Kinase inhibition assay: BRAF kinase,Ki,602.98,nM,6.22,INHIBITION,CHEMBL3800008,2022,ChEMBL
CHEMBL2062350,CHEMBL4005,BRAF kinase,CHEMBL1900045,Kinase inhibition assay: BRAF kinase,IC50,4.24,nM,8.37,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2097856,CHEMBL4005,BRAF kinase,CHEMBL1900046,Kinase inhibition assay: BRAF kinase,IC50,7.08,nM,8.15,INHIBITION,CHEMBL3800009,2022,ChEMBL
CHEMBL2096281,CHEMBL4005,BRAF kinase,CHEMBL1900047,Kinase inhibition assay: BRAF kinase,Ki,39.74,nM,7.4,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2099915,CHEMBL4005,BRAF kinase,CHEMBL1900048,Kinase inhibition assay: BRAF kinase,Ki,1060.54,nM,5.97,INHIBITION,CHEMBL3800009,2022,ChEMBL
CHEMBL2098340,CHEMBL4005,BRAF kinase,CHEMBL1900049,Kinase inhibition assay: BRAF kinase,IC50,155.56,nM,6.81,INHIBITION,CHEMBL3800009,2023,ChEMBL
CHEMBL2028637,CHEMBL4005,BRAF kinase,CHEMBL1900050,Kinase inhibition assay: BRAF kinase,IC50,55.11,nM,7.26,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2032271,CHEMBL4005,BRAF kinase,CHEMBL1900051,Kinase inhibition assay: BRAF kinase,IC50,14.06,nM,7.85,INHIBITION,CHEMBL3800010,2023,ChEMBL
CHEMBL2030696,CHEMBL4005,BRAF kinase,CHEMBL1900052,Kinase inhibition assay: BRAF kinase,Ki,564.34,nM,6.25,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2034330,CHEMBL4005,BRAF kinase,CHEMBL1900053,Kinase inhibition assay: BRAF kinase,IC50,1.14,nM,8.94,INHIBITION,CHEMBL3800010,2023,ChEMBL
CHEMBL2032755,CHEMBL4005,BRAF kinase,CHEMBL1900054,Kinase inhibition assay: BRAF kinase,Ki,14.36,nM,7.84,INHIBITION,CHEMBL3800010,2022,ChEMBL
CHEMBL2011436,CHEMBL4005,BRAF kinase,CHEMBL1900055,Kinase inhibition assay: BRAF kinase,Ki,11.05,nM,7.96,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2066686,CHEMBL4005,BRAF kinase,CHEMBL1900056,Kinase inhibition assay: BRAF kinase,IC50,7.2,nM,8.14,INHIBITION,CHEMBL3800011,2022,ChEMBL
CHEMBL2013495,CHEMBL4005,BRAF kinase,CHEMBL1900057,Kinase inhibition assay: BRAF kinase,IC50,1.48,nM,8.83,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2068745,CHEMBL4005,BRAF kinase,CHEMBL1900058,Kinase inhibition assay: BRAF kinase,Ki,20.11,nM,7.7,INHIBITION,CHEMBL3800011,2022,ChEMBL
CHEMBL2099042,CHEMBL4005,BRAF kinase,CHEMBL1900059,Kinase inhibition assay: BRAF kinase,IC50,6.18,nM,8.21,INHIBITION,CHEMBL3800011,2023,ChEMBL
CHEMBL2002676,CHEMBL4005,BRAF kinase,CHEMBL1900060,Kinase inhibition assay: BRAF kinase,IC50,150.1,nM,6.82,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2049485,CHEMBL4005,BRAF kinase,CHEMBL1900061,Kinase inhibition assay: BRAF kinase,IC50,0.5,nM,9.3,INHIBITION,CHEMBL3800012,2023,ChEMBL
CHEMBL2047910,CHEMBL4005,BRAF kinase,CHEMBL1900062,Kinase inhibition assay: BRAF kinase,IC50,23.54,nM,7.63,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2035032,CHEMBL4005,BRAF kinase,CHEMBL1900063,Kinase inhibition assay: BRAF kinase,Ki,151.72,nM,6.82,INHIBITION,CHEMBL3800012,2023,ChEMBL
CHEMBL2081841,CHEMBL4005,BRAF kinase,CHEMBL1900064,Kinase inhibition assay: BRAF kinase,IC50,88.35,nM,7.05,INHIBITION,CHEMBL3800012,2022,ChEMBL
CHEMBL2037091,CHEMBL4005,BRAF kinase,CHEMBL1900065,Kinase inhibition assay: BRAF kinase,IC50,2452.11,nM,5.61,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2083900,CHEMBL4005,BRAF kinase,CHEMBL1900066,Kinase inhibition assay: BRAF kinase,Ki,89.6,nM,7.05,INHIBITION,CHEMBL3800013,2022,ChEMBL
CHEMBL2071022,CHEMBL4005,BRAF kinase,CHEMBL1900067,Kinase inhibition assay: BRAF kinase,IC50,8392.27,nM,5.08,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2017831,CHEMBL4005,BRAF kinase,CHEMBL1900068,Kinase inhibition assay: BRAF kinase,Ki,5.18,nM,8.29,INHIBITION,CHEMBL3800013,2022,ChEMBL
CHEMBL2016256,CHEMBL4005,BRAF kinase,CHEMBL1900069,Kinase inhibition assay: BRAF kinase,IC50,11.87,nM,7.93,INHIBITION,CHEMBL3800013,2023,ChEMBL
CHEMBL2019890,CHEMBL4005,BRAF kinase,CHEMBL1900070,Kinase inhibition assay: BRAF kinase,IC50,293.07,nM,6.53,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2050187,CHEMBL4005,BRAF kinase,CHEMBL1900071,Kinase inhibition assay: BRAF kinase,Ki,35.29,nM,7.45,INHIBITION,CHEMBL3800014,2023,ChEMBL
CHEMBL2053821,CHEMBL4005,BRAF kinase,CHEMBL1900072,Kinase inhibition assay: BRAF kinase,Ki,31.89,nM,7.5,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2052246,CHEMBL4005,BRAF kinase,CHEMBL1900073,Kinase inhibition assay: BRAF kinase,Ki,455.37,nM,6.34,INHIBITION,CHEMBL3800014,2023,ChEMBL
CHEMBL2055880,CHEMBL4005,BRAF kinase,CHEMBL1900074,Kinase inhibition assay: BRAF kinase,IC50,52.6,nM,7.28,INHIBITION,CHEMBL3800014,2022,ChEMBL
CHEMBL2086177,CHEMBL4005,BRAF kinase,CHEMBL1900075,Kinase inhibition assay: BRAF kinase,IC50,29.72,nM,7.53,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2084602,CHEMBL4005,BRAF kinase,CHEMBL1900076,Kinase inhibition assay: BRAF kinase,IC50,55.87,nM,7.25,INHIBITION,CHEMBL3800015,2022,ChEMBL
CHEMBL2088236,CHEMBL4005,BRAF kinase,CHEMBL1900077,Kinase inhibition assay: BRAF kinase,IC50,152.05,nM,6.82,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2086661,CHEMBL4005,BRAF kinase,CHEMBL1900078,Kinase inhibition assay: BRAF kinase,IC50,317.41,nM,6.5,INHIBITION,CHEMBL3800015,2022,ChEMBL
CHEMBL2090295,CHEMBL4005,BRAF kinase,CHEMBL1900079,Kinase inhibition assay: BRAF kinase,Ki,60.41,nM,7.22,INHIBITION,CHEMBL3800015,2023,ChEMBL
CHEMBL2020592,CHEMBL4005,BRAF kinase,CHEMBL1900080,Kinase inhibition assay: BRAF kinase,IC50,117.81,nM,6.93,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2019017,CHEMBL4005,BRAF kinase,CHEMBL1900081,Kinase inhibition assay: BRAF kinase,IC50,8.46,nM,8.07,INHIBITION,CHEMBL3800016,2023,ChEMBL
CHEMBL2022651,CHEMBL4005,BRAF kinase,CHEMBL1900082,Kinase inhibition assay: BRAF kinase,IC50,1.26,nM,8.9,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2069460,CHEMBL4005,BRAF kinase,CHEMBL1900083,Kinase inhibition assay: BRAF kinase,Ki,3.76,nM,8.42,INHIBITION,CHEMBL3800016,2023,ChEMBL
CHEMBL2056582,CHEMBL4005,BRAF kinase,CHEMBL1900084,Kinase inhibition assay: BRAF kinase,Ki,27.57,nM,7.56,INHIBITION,CHEMBL3800016,2022,ChEMBL
CHEMBL2055007,CHEMBL4005,BRAF kinase,CHEMBL1900085,Kinase inhibition assay: BRAF kinase,Ki,140.26,nM,6.85,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2058641,CHEMBL4005,BRAF kinase,CHEMBL1900086,Kinase inhibition assay: BRAF kinase,IC50,4.03,nM,8.4,INHIBITION,CHEMBL3800017,2022,ChEMBL
CHEMBL2057066,CHEMBL4005,BRAF kinase,CHEMBL1900087,Kinase inhibition assay: BRAF kinase,Ki,7.33,nM,8.14,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2035747,CHEMBL4005,BRAF kinase,CHEMBL1900088,Kinase inhibition assay: BRAF kinase,IC50,1.52,nM,8.82,INHIBITION,CHEMBL3800017,2022,ChEMBL
CHEMBL2090997,CHEMBL4005,BRAF kinase,CHEMBL1900089,Kinase inhibition assay: BRAF kinase,Ki,20.06,nM,7.7,INHIBITION,CHEMBL3800017,2023,ChEMBL
CHEMBL2037806,CHEMBL4005,BRAF kinase,CHEMBL1900090,Kinase inhibition assay: BRAF kinase,IC50,0.58,nM,9.24,INHIBITION,CHEMBL3800018,2022,ChEMBL
CHEMBL2093056,CHEMBL4005,BRAF kinase,CHEMBL1900091,Kinase inhibition assay: BRAF kinase,IC50,20.05,nM,7.7,INHIBITION,CHEMBL3800018,2023,ChEMBL
CHEMBL2071737,CHEMBL4005,BRAF kinase,CHEMBL1900092,Kinase inhibition assay: BRAF kinase,Ki,141.72,nM,6.85,INHIBITION,CHEMBL3800018,2022,ChEMBL
CHEMBL2026987,CHEMBL4005,BRAF kinase,CHEMBL1900093,Kinase inhibition assay: BRAF kinase,IC50,96.36,nM,7.02,INHIBITION,CHEMBL3800018,2023,ChEMBL
CHEMBL2073796,CHEMBL4005,BRAF kinase,CHEMBL1900094,Kinase inhibition assay: BRAF kinase,Ki,9.49,nM,8.02,INHIBITION,CHEMBL3800018,2022,ChEMBL
CHEMBL2072221,CHEMBL4005,BRAF kinase,CHEMBL1900095,Kinase inhibition assay: BRAF kinase,IC50,118.49,nM,6.93,INHIBITION,CHEMBL3800019,2023,ChEMBL
CHEMBL2059343,CHEMBL4005,BRAF kinase,CHEMBL1900096,Kinase inhibition assay: BRAF kinase,IC50,0.59,nM,9.23,INHIBITION,CHEMBL3800019,2022,ChEMBL
CHEMBL2006152,CHEMBL4005,BRAF kinase,CHEMBL1900097,Kinase inhibition assay: BRAF kinase,Ki,11.58,nM,7.94,INHIBITION,CHEMBL3800019,2023,ChEMBL
CHEMBL2009786,CHEMBL4005,BRAF kinase,CHEMBL1900098,Kinase inhibition assay: BRAF kinase,IC50,28.97,nM,7.54,INHIBITION,CHEMBL3800019,2022,ChEMBL
CHEMBL2008211,CHEMBL4005,BRAF kinase,CHEMBL1900099,Kinase inhibition assay: BRAF kinase,Ki,23.99,nM,7.62,INHIBITION,CHEMBL3800019,2023,ChEMBL
CHEMBL2038508,CHEMBL4005,BRAF kinase,CHEMBL1900100,Kinase inhibition assay: BRAF kinase,Ki,57.2,nM,7.24,INHIBITION,CHEMBL3800020,2022,ChEMBL
CHEMBL2042142,CHEMBL4005,BRAF kinase,CHEMBL1900101,Kinase inhibition assay: BRAF kinase,Ki,1474.29,nM,5.83,INHIBITION,CHEMBL3800020,2023,ChEMBL
CHEMBL2040567,CHEMBL4005,BRAF kinase,CHEMBL1900102,Kinase inhibition assay: BRAF kinase,IC50,96.2,nM,7.02,INHIBITION,CHEMBL3800020,2022,ChEMBL
CHEMBL2044201,CHEMBL4005,BRAF kinase,CHEMBL1900103,Kinase inhibition assay: BRAF kinase,IC50,0.84,nM,9.07,INHIBITION,CHEMBL3800020,2023,ChEMBL
CHEMBL2042626,CHEMBL4005,BRAF kinase,CHEMBL1900104,Kinase inhibition assay: BRAF kinase,IC50,18.86,nM,7.72,INHIBITION,CHEMBL3800020,2022,ChEMBL
CHEMBL2078132,CHEMBL4005,BRAF kinase,CHEMBL1900105,Kinase inhibition assay: BRAF kinase,Ki,2.84,nM,8.55,INHIBITION,CHEMBL3800021,2023,ChEMBL
CHEMBL2076557,CHEMBL4005,BRAF kinase,CHEMBL1900106,Kinase inhibition assay: BRAF kinase,Ki,2.64,nM,8.58,INHIBITION,CHEMBL3800021,2022,ChEMBL
CHEMBL2074982,CHEMBL4005,BRAF kinase,CHEMBL1900107,Kinase inhibition assay: BRAF kinase,IC50,34.55,nM,7.46,INHIBITION,CHEMBL3800021,2023,ChEMBL
CHEMBL2078616,CHEMBL4005,BRAF kinase,CHEMBL1900108,Kinase inhibition assay: BRAF kinase,Ki,7.04,nM,8.15,INHIBITION,CHEMBL3800021,2022,ChEMBL
CHEMBL2008913,CHEMBL4005,BRAF kinase,CHEMBL1900109,Kinase inhibition assay: BRAF kinase,IC50,1192.32,nM,5.92,INHIBITION,CHEMBL3800021,2023,ChEMBL
CHEMBL2012547,CHEMBL4005,BRAF kinase,CHEMBL1900110,Kinase inhibition assay: BRAF kinase,Ki,1.06,nM,8.98,INHIBITION,CHEMBL3800022,2022,ChEMBL
